attempts,is_vpn,frequency,country_rank,is_malicious
80,0,25.60921649194908,10,1
82,1,9.740903795604384,3,1
53,0,43.420517771559965,7,1
24,0,5.306319138167211,1,0
26,0,0.17152659248681718,2,0
89,0,22.612187551376643,10,1
60,0,7.8561218658943845,1,0
41,1,36.92552047553057,9,1
29,0,46.00474311589161,2,0
15,0,2.1927069136981014,2,0
45,0,19.839547384613226,6,0
65,0,49.84106730594039,7,1
89,0,36.66033130303336,2,1
71,0,47.664063420919774,4,1
9,0,8.287755932286162,3,0
88,0,11.146291118648481,5,1
1,1,7.825080905781614,9,0
8,1,15.18821478541932,2,0
88,0,36.246765009619686,5,1
63,0,8.330838371833591,8,1
11,1,26.259278490376097,6,1
81,0,13.533574963808462,4,1
8,0,41.47686937893207,10,0
35,1,0.42896102641305667,8,1
35,1,11.233436431079474,3,1
33,0,30.301513802851883,4,0
5,0,4.9258540484947435,9,0
41,0,23.36897957570488,5,0
28,0,21.866744094470246,6,0
7,0,42.64089804040601,2,0
73,0,31.307319939023984,9,1
72,0,32.02113290173922,8,1
12,0,47.59519932927938,7,0
34,0,49.119782728636416,9,1
33,0,32.70439713442665,5,0
48,0,26.147872362587506,5,0
23,0,30.435210917397505,9,0
62,1,19.183940882202602,5,1
88,0,49.37408518630786,9,1
37,0,35.28056084889325,1,0
99,1,14.621239039520315,10,1
44,0,2.982538318706214,10,0
86,0,2.331624264683194,8,1
91,1,10.325157728274304,3,1
35,0,11.722361407230268,8,0
65,0,20.81077014829962,5,1
99,0,10.820815980649066,2,1
47,0,31.582430500001056,9,1
78,1,10.64161106744803,4,1
3,1,9.475039293163183,7,0
1,0,23.61472594073846,8,0
5,0,44.444563106258556,7,0
90,0,23.468443820193848,6,1
14,0,20.751052354151135,7,0
27,0,28.94693588223947,4,0
9,0,12.934962569706261,10,0
79,0,17.736484069072677,1,0
15,0,10.770379257789815,5,0
90,0,28.633318730923417,8,1
42,0,34.89963932230385,10,1
77,0,33.717562185429536,6,1
51,0,12.81540911644161,5,0
63,0,39.004445466823555,2,1
96,0,12.872087895971518,10,1
52,0,7.600546408261372,5,0
96,0,17.555456559491,10,1
4,1,29.92743004962706,3,0
94,0,7.185890758339459,2,1
23,0,32.439546894211965,3,0
15,0,43.1670930130492,4,0
43,0,14.72771146187772,2,0
29,0,22.565310144144462,4,0
36,1,11.492690238696387,4,1
13,0,18.126960280612707,6,0
32,1,1.1963314830451202,5,0
71,1,47.69309287102007,7,1
59,0,20.852921639288535,7,1
86,0,39.46461847992221,3,1
28,0,7.2179075240898305,9,0
66,0,40.6365167006099,7,1
42,0,43.02135081701383,7,1
45,0,35.802308721515196,2,0
62,0,45.17009541667193,10,1
57,0,8.443136760460003,3,0
6,0,23.87644325655214,3,0
28,0,31.043465647606247,6,0
28,0,29.85002923780462,4,0
44,0,43.06594263286228,4,1
84,0,10.862999261846994,1,0
30,0,8.864627243689432,6,0
62,1,12.743591883411776,8,1
75,0,44.58834746570225,8,1
92,0,47.05725142461298,8,1
89,0,28.524542203072865,5,1
62,0,25.118459535068936,10,1
97,0,30.308741839831555,6,1
1,0,30.853751727350033,5,0
27,0,8.59820477668044,4,0
62,0,34.3519029929942,4,1
77,0,22.672320007186435,4,1
3,0,25.917359746517455,4,0
70,0,1.6127985563242586,6,0
72,0,38.251375963298415,6,1
27,1,41.787855267267304,5,1
9,0,31.009135541333873,9,0
62,0,37.46130940130347,8,1
37,0,26.183029558287885,10,1
97,0,30.955833611029924,6,1
51,1,19.789127753315608,9,1
44,0,39.61452582661938,5,1
24,0,23.46671942019818,10,0
79,0,34.042623930502245,4,1
59,0,31.109325993113284,6,1
32,1,35.14549446744891,4,1
96,0,39.28227216874864,8,1
88,1,25.684402731490458,7,1
52,0,40.671990867857865,5,1
62,0,24.91313613985329,10,1
58,0,47.836052710910444,6,1
52,1,37.65832025587823,7,1
12,0,8.6399683223286,2,0
39,0,41.49626512103522,9,1
2,1,27.624224274251045,7,1
3,0,49.22460180289588,8,0
56,0,35.969070279309015,5,1
81,0,4.311098253852534,3,0
59,0,19.808525337756404,2,0
2,0,25.912042593396002,2,0
2,0,41.96677879767412,3,0
92,0,36.494342163055656,1,1
54,0,18.531067523520782,1,0
87,0,32.70629110638119,7,1
96,1,28.887854304129128,10,1
97,0,6.3900251867251034,8,1
1,0,11.819448780630164,6,0
19,0,17.12200340444429,7,0
2,0,9.854621977538795,1,0
53,0,7.591678906918274,1,0
44,0,3.0040687295013235,9,0
90,0,43.66781802388561,5,1
32,0,14.518276556446198,7,0
70,0,14.58699813628495,6,1
32,0,10.390784057764757,4,0
68,0,23.82232885600776,1,0
55,0,25.760674199326385,4,0
75,0,10.493239795391492,10,1
56,1,30.467659859396164,10,1
17,0,36.17769798372808,8,0
38,0,18.75462028967605,1,0
24,0,29.31403967318619,2,0
69,0,25.164865067705872,8,1
98,0,9.857865077969498,2,1
70,0,36.527548339851435,10,1
86,0,40.09250608841997,9,1
11,0,32.474776467799664,3,0
16,0,16.262411785775463,3,0
97,0,46.34694547102413,6,1
73,0,22.822383560956702,3,1
59,0,13.36733642071638,9,1
70,0,20.47090757901563,8,1
80,0,34.63454708621967,4,1
93,0,42.311996104396535,6,1
3,1,17.893117414215343,8,1
20,1,11.707959855867797,4,0
59,0,31.362007278576723,5,1
36,0,46.068633495303644,7,1
19,0,9.246338841615138,8,0
90,0,40.17066717673839,7,1
67,0,23.88269835622546,8,1
19,0,39.995673947708376,4,0
20,1,25.326503373687217,1,0
96,0,18.928655937680745,6,1
71,0,34.867375910461575,5,1
52,0,45.04130200028538,4,1
33,0,16.080561345472034,2,0
40,0,23.091331936219156,1,0
39,0,11.547091272156472,9,0
82,0,9.252132234505803,2,0
1,0,38.91671810536954,9,0
11,1,10.113139422753276,6,0
92,0,39.68657674958905,6,1
57,0,21.5179308868292,2,0
89,0,49.75293129804502,6,1
50,0,9.947336767745334,3,0
23,0,4.739601826390017,7,0
31,1,3.8641101732144305,10,1
94,0,41.787358435737616,4,1
42,1,21.945037921811334,9,1
99,0,0.2559050474038442,5,1
7,0,43.75109098891647,10,0
16,1,43.858358244824196,3,1
90,0,40.34019203353767,1,1
60,0,12.49109230293964,1,0
2,0,18.70036073135194,4,0
1,0,37.27181863725463,10,0
48,0,24.518720957838504,10,1
12,1,7.775946178505269,4,0
69,0,12.215633399930852,9,1
37,0,48.63221788390271,8,1
32,1,7.6355545596126,4,0
9,0,36.331429758241605,6,0
99,0,23.953113502310995,7,1
19,0,37.455222811652774,10,1
48,0,33.08955073310521,8,1
80,0,22.014442808660867,4,1
3,1,17.76015015168505,1,0
20,0,37.74252679237066,5,0
24,0,16.22474619236534,1,0
54,0,39.40979685641957,4,1
33,0,34.02416900998935,7,0
24,0,28.92569159463513,7,0
75,0,18.50316415662464,1,0
72,0,10.333559752542108,9,1
36,1,35.54994808190913,2,1
38,0,4.658326435811987,5,0
84,0,48.53005858217241,6,1
99,1,48.93952093931283,1,1
89,0,6.598108536311119,2,0
99,0,5.286372616317881,7,1
25,0,20.694564681443204,6,0
93,0,48.187795285799055,6,1
18,0,20.075513871632538,6,0
82,0,18.25372521077351,7,1
66,0,35.208894444038684,10,1
54,0,9.018688706101829,9,0
35,0,18.229841830330198,9,0
80,0,14.63624156909694,2,0
61,0,30.116577669268246,2,0
41,1,8.221369022086774,5,1
33,1,27.480192654751193,10,1
68,0,42.89157483784856,7,1
33,0,25.757110280709334,3,0
14,0,34.20648119319445,3,0
21,0,3.8548760821288504,4,0
48,0,22.505378404427447,3,0
20,0,4.835169055049013,3,0
8,0,30.01313762175418,8,0
7,0,14.124613121573542,7,0
67,1,14.434564966488223,7,1
17,0,3.9306601835345383,10,0
33,0,15.580869285892646,2,0
48,0,25.383191137644157,9,1
76,0,29.274539148270897,6,1
59,0,3.4266110086635826,3,0
86,0,32.607813367231905,9,1
22,0,24.494900461599382,9,0
30,0,26.891709594920314,6,0
38,1,41.65655402101296,10,1
51,1,17.17709962071284,6,1
54,1,8.78515045711523,8,1
8,0,27.63532776777701,8,0
27,0,47.25659368500842,6,1
27,0,25.941693997138447,7,0
98,0,41.61241748856337,4,1
21,0,37.875899517605546,1,0
30,1,25.964706271790593,4,1
97,0,32.41298340490578,8,1
28,0,20.39334118642326,8,0
64,0,26.578371585949967,2,0
97,1,25.413559189002672,7,1
69,0,35.48460711159287,1,1
61,1,20.558067835878507,2,1
48,1,5.078379418844788,8,1
19,1,39.45660518839978,10,1
4,0,34.274164866077555,4,0
35,0,47.51116042732254,3,0
64,0,21.492937174808354,2,0
49,0,4.002462279863626,6,0
17,0,6.168787419525824,4,0
44,0,38.68864520583359,3,0
92,1,3.4810884106522364,3,1
30,0,45.400524631971344,10,1
93,1,14.154340553629748,3,1
46,0,44.95406412490831,8,1
6,0,38.69799175516721,9,0
99,1,43.57293171095533,9,1
37,0,10.78058061932129,5,0
24,0,29.825105441097055,1,0
93,0,4.770097690413887,10,1
46,0,10.19381030021486,5,0
53,0,15.564121144129695,1,0
95,0,37.06654831635015,9,1
99,0,1.3332475314853172,10,1
60,0,45.16555241531961,8,1
97,0,3.633095334274793,7,1
63,0,18.886860747696893,2,0
85,0,4.1463724535963475,2,0
32,1,38.47149537085835,4,1
87,0,7.151617172797563,9,1
33,0,44.24936982209663,9,1
67,0,26.55807713091715,8,1
18,1,47.428793690824264,5,1
25,0,14.589009549128946,7,0
95,0,22.770375978731714,9,1
54,0,34.74292342024594,3,0
58,0,41.61247429729093,4,1
67,0,21.125718678505777,2,0
46,0,44.63238366252549,9,1
24,0,5.987561695387322,7,0
32,1,35.463367468623765,6,1
47,0,17.475129212461656,5,0
86,0,5.156640658216588,7,1
23,0,19.394561384419994,3,0
66,1,44.02275966182984,5,1
27,1,49.02864017730314,2,1
2,0,19.70071286931408,5,0
90,0,44.33217775153812,7,1
17,0,25.531755370469725,10,0
33,0,35.87905037943068,7,1
9,0,2.3640339714637766,9,0
43,0,27.909867402002767,3,0
48,0,3.601080616928422,8,0
39,0,13.504036058980585,5,0
93,0,28.384034860847066,7,1
42,0,40.37747194444186,1,0
26,0,28.08859282581514,1,0
99,0,46.815957901648986,4,1
50,0,40.535592128034196,5,1
25,0,7.89638329064462,10,0
24,0,19.509028432834075,3,0
13,0,33.457422822608265,6,0
60,0,46.92646097730358,3,1
7,0,49.387021850359076,5,0
57,0,38.18300325434408,1,0
36,0,28.73108834841026,3,0
45,1,37.854823517925794,7,1
20,0,13.73449733125099,3,0
65,1,14.251791060255671,5,1
8,0,32.75203237349993,7,0
16,1,43.60459526235553,2,1
14,0,48.49349350990005,3,0
76,0,17.13259658147779,4,1
87,0,39.848025792755884,5,1
15,0,42.59138718384594,9,1
92,1,31.1963448272665,9,1
98,0,17.44483492326517,4,1
66,0,30.992519407162675,9,1
32,0,29.264000325144487,4,0
87,0,30.365622739244895,2,1
63,1,31.0010846680073,10,1
86,0,42.36820372449758,1,1
51,0,8.587067512039784,7,0
25,0,18.42796798599689,4,0
58,1,29.341486194800503,8,1
63,0,14.238054156720157,8,1
62,0,48.90984079199356,8,1
22,0,13.231197954156226,6,0
58,0,23.534481144054023,9,1
58,0,43.88051578108211,4,1
86,1,4.095176766745289,5,1
49,0,41.05233130450317,4,1
52,1,28.593317611836035,5,1
42,0,1.686921836901554,2,0
70,0,45.15535330914178,5,1
15,1,2.0559220892415775,10,1
54,0,25.809368033937513,8,1
60,0,2.5466591936474883,9,0
97,0,3.652884913877458,7,1
8,0,44.37149528146881,7,0
53,0,38.314694793425936,6,1
60,0,9.927364544920083,2,0
5,1,31.061351863391266,10,1
68,1,39.754510464717654,10,1
6,0,44.49057300420655,9,0
96,1,23.468515649273403,5,1
94,1,44.88524388232009,6,1
47,0,25.44171862860632,1,0
99,0,34.442579304666786,5,1
55,0,48.95356503531444,6,1
40,0,11.873994280806885,10,0
52,0,8.509211676515658,2,0
16,1,17.166739366395724,7,1
13,0,8.303511233743437,4,0
30,0,14.27972400467322,5,0
19,0,37.17496763619314,3,0
17,0,23.928449392472235,5,0
63,0,18.814560595295603,4,0
19,0,18.499327863262074,10,0
92,0,9.807045747512653,6,1
58,0,22.425831568921062,2,0
55,0,31.269314378539995,3,0
90,0,7.043826242459365,10,1
90,0,48.64336178736371,1,1
62,0,22.219730703694008,7,1
23,0,47.4032497458946,9,1
9,0,6.819480438546842,2,0
12,0,38.38407606331674,7,0
1,1,30.920138722122893,3,0
58,0,41.021199565214204,5,1
1,0,30.073828355464737,6,0
34,1,48.14554799881603,8,1
96,0,31.383898363399894,4,1
48,0,39.251745854688956,2,0
89,1,43.89133044941503,3,1
1,0,35.75771521340196,8,0
16,0,26.2594091625017,7,0
61,1,13.713572230294673,6,1
64,0,42.7391814084439,5,1
63,0,24.08085480916505,5,1
69,0,31.07334049411945,1,1
22,0,4.0534042402578985,6,0
93,0,24.917831024029805,9,1
67,0,34.93806643659027,8,1
76,1,29.245188305695123,10,1
26,1,22.48288731668068,1,0
16,1,11.249023105808492,6,0
51,0,15.552542984498961,3,0
86,0,35.06115547229882,6,1
57,1,11.287115872086005,9,1
29,1,31.124158103913206,6,1
78,0,29.527906866554538,8,1
92,0,48.5238322214045,6,1
69,0,3.1330139399850276,6,0
47,0,5.495318104073468,7,0
94,0,25.353564935723277,10,1
62,1,26.402780285146367,4,1
69,0,2.092390174378045,8,0
76,0,41.31018550088666,4,1
16,0,24.786702555334497,7,0
90,0,17.397522957362387,1,1
90,0,16.010803153682303,9,1
48,0,43.084218359553645,10,1
85,0,9.916970034766198,9,1
39,0,8.1048435010872,7,0
33,0,10.73760860824183,8,0
94,0,31.288625127832987,2,1
23,0,40.565449695857616,10,1
10,1,16.61583682003016,10,1
69,0,8.755753705929163,7,1
34,1,10.538788964668164,1,0
52,0,30.997270548040767,3,0
95,1,12.377157788090072,6,1
10,1,43.8762835444332,5,1
19,0,5.284178585274266,5,0
58,0,1.715189846875458,9,0
96,0,4.510074473449106,6,1
1,1,42.29759170727739,3,1
69,0,32.59635303131648,2,1
4,0,47.89145719255079,9,0
16,0,16.881197409360905,10,0
24,1,10.712638587684001,4,0
80,0,28.142564441756083,5,1
2,0,26.937631128424755,9,0
92,0,29.592097010946556,5,1
32,0,17.441939746751405,7,0
91,0,0.39425730783565915,2,0
84,0,1.8480794817367798,2,0
24,0,33.224940424983394,4,0
12,1,26.210576602958522,8,1
50,0,41.068461856598546,2,0
35,0,15.090451953461166,10,0
33,0,40.79206463783564,7,1
33,0,21.332021531232012,1,0
61,0,4.925249438762228,9,0
51,0,48.89778697327564,10,1
43,0,25.645602864361443,6,0
12,0,31.510977846721083,1,0
67,0,33.57277960582944,10,1
65,1,18.184371386121345,6,1
33,0,37.40166316112065,5,0
40,1,43.52629662101575,5,1
74,0,19.420630123051556,5,1
43,0,32.88434424291425,4,0
44,0,37.880478816462755,7,1
29,1,9.587282294685155,9,1
13,0,16.696544611358775,4,0
12,0,5.528912734409647,2,0
95,0,30.15020236598535,2,1
46,0,40.06679102146072,2,0
2,0,30.58084896358819,7,0
35,0,9.071213165754495,4,0
87,0,27.363787702204256,4,1
81,1,41.763214011467845,1,1
90,0,15.205967324303133,4,1
8,0,41.649309962406754,6,0
93,0,39.2527018601224,2,1
26,1,1.1848663110500761,4,0
74,1,12.048795222866547,7,1
90,1,27.192826049306518,9,1
34,0,35.90910676396104,2,0
7,1,44.03847323007618,8,1
68,0,32.08801168156792,6,1
58,0,19.079174145352003,8,1
75,0,9.312897616192036,2,0
29,0,38.02578918757533,1,0
36,1,10.418399810273593,7,1
89,0,34.80198302126566,9,1
21,0,9.142459706823248,9,0
36,0,4.643587130442276,2,0
10,0,12.629901162956072,4,0
73,0,14.3179972957032,1,0
24,0,32.395735811296014,7,0
64,1,8.12808005032874,2,1
99,0,46.52231495804572,4,1
49,0,27.762648148479446,2,0
99,0,24.597493367741627,1,1
36,0,21.79125626398755,7,0
82,1,28.373407212814534,6,1
96,0,1.2201036613729366,2,0
24,0,49.50531009149621,4,0
23,0,27.920466372093873,3,0
62,0,1.8562306067948717,3,0
96,0,29.53988247451003,3,1
37,0,21.910230038654973,4,0
12,0,1.2994810636538026,1,0
55,0,46.2289947326579,1,1
13,0,0.627286916483286,7,0
23,0,28.93579667620329,5,0
89,0,48.09335830654857,3,1
99,0,11.956464399452996,9,1
30,1,12.783535804755472,5,1
17,0,0.12111411515160296,10,0
62,0,3.410923482200247,3,0
84,0,2.339931737696697,9,1
89,1,41.15054855605243,1,1
86,0,41.853204740251456,9,1
13,1,36.36233420080768,5,1
59,0,17.701976124602897,6,0
19,1,41.080597049453225,2,1
49,1,27.034748560119812,8,1
12,0,15.28508279634817,3,0
61,0,21.92011077880808,1,0
19,0,3.3818117147453255,7,0
76,0,47.250943468820694,3,1
9,0,30.99390922585682,4,0
71,0,36.58858383203558,5,1
28,0,33.86151018395184,1,0
78,0,33.420724227596935,9,1
95,0,0.9613231763122804,7,1
52,0,26.31602686126385,2,0
83,0,41.103340408414155,1,1
16,1,2.3214906854388375,2,0
69,0,47.812667626024705,3,1
99,0,21.26556818199886,3,1
12,0,14.565785053363422,8,0
25,0,26.637885945932947,5,0
52,0,40.08058797336751,9,1
85,0,23.790277582255015,3,1
53,1,32.29077326166095,6,1
23,0,25.045727954556313,4,0
16,0,31.600485606393843,8,0
57,1,6.987742668312165,1,1
39,0,2.0293029702871874,4,0
53,1,6.931380144299896,7,1
42,1,14.363323418730044,9,1
58,0,12.742467516160529,1,0
39,0,30.79724994806628,8,1
14,0,22.848882264298624,2,0
95,0,2.0367178532396664,4,1
5,0,1.8398087252195763,4,0
35,1,4.620341305821221,8,1
87,0,17.718749754303214,2,1
93,0,0.4085292530900996,7,1
75,0,24.749964544964005,3,1
18,0,18.097416249034204,9,0
76,0,27.816520991797237,5,1
9,0,36.06917888133176,8,0
74,0,12.623543492444734,5,1
58,0,7.938474016682593,1,0
17,0,13.974872442573037,9,0
7,0,0.1879827794000845,10,0
46,0,6.0886464807364575,7,0
13,0,37.566435147948084,4,0
40,0,11.218061435774228,7,0
42,0,49.71555172682153,5,1
9,0,8.474792916103977,10,0
50,0,39.459708606718124,9,1
27,0,35.281719144094176,2,0
66,0,16.174393926533753,4,0
5,0,16.603883263941665,6,0
29,0,28.221223890258518,5,0
37,0,42.63346746437966,1,0
38,1,19.370728511561275,9,1
83,0,3.152876057828486,9,1
8,0,18.78351692742461,3,0
65,0,10.444902394812795,4,0
86,0,46.96643015154437,4,1
17,1,34.89398988415978,10,1
71,0,2.6365499442460973,8,1
89,1,14.72012800940406,6,1
45,0,2.605776649548266,2,0
4,0,41.51783185170182,4,0
36,0,45.324190455167326,1,0
70,0,5.702752331369811,3,0
31,0,22.07047329583394,4,0
19,0,46.60097576363765,8,1
61,0,7.34606316706206,3,0
54,0,14.665989173750113,5,0
39,1,15.283305043615528,1,1
91,0,1.5999097788797254,4,1
74,0,1.910034411030534,2,0
90,0,47.64436207143736,4,1
19,0,28.597521188414078,5,0
39,0,15.40175123928803,3,0
67,0,18.99586556925857,6,1
45,1,35.77066214936671,2,1
13,0,18.389208457375556,5,0
92,0,11.465244114355084,4,1
58,0,5.18168334582999,5,0
20,0,36.473757284730056,9,0
92,0,9.110194332093714,6,1
72,0,3.5754486693222494,7,0
61,0,21.405026830274203,8,1
39,1,2.0745909943865533,9,1
1,0,48.25340311131005,5,0
3,0,31.401919081984506,8,0
77,0,7.7195708412833834,2,0
92,0,8.705458913778195,10,1
62,0,28.534441165614986,9,1
63,0,17.8926312911559,2,0
25,0,38.73591053496691,5,0
56,1,27.33574363238394,6,1
33,1,21.723360388694573,4,1
38,0,48.152714378457055,8,1
6,1,19.597379904863484,10,1
58,0,20.09048509748744,3,0
44,0,33.32204381093337,5,0
45,1,40.492981347696194,2,1
32,0,31.34812804384141,3,0
45,0,34.96065008051598,8,1
61,0,18.709285271473895,5,0
47,0,24.026892140265158,3,0
21,1,9.932050814751369,5,0
80,0,34.044299885856326,9,1
85,0,11.150451827292802,3,1
75,0,0.16271409015117805,10,1
36,0,46.69472977835688,7,1
99,0,15.370160536606235,8,1
19,0,9.911938919053513,5,0
20,0,13.480521875192217,3,0
57,0,16.589340111170515,6,0
18,1,23.779866679763867,3,1
47,0,3.5606483838279717,9,0
49,0,2.728390494651999,2,0
14,0,14.716247200349823,3,0
15,1,14.858729946735082,7,1
31,1,5.970546767930329,10,1
1,0,20.29910055659466,8,0
54,0,14.273030543318836,5,0
3,0,1.4001720844739982,5,0
16,0,44.297466943013426,5,0
87,0,44.312349000375164,4,1
57,0,10.538194420382354,9,1
75,1,8.227324185400958,6,1
12,0,27.409908940914388,8,0
74,1,31.5745997987734,8,1
96,0,47.88137361660893,5,1
16,0,18.929687986326645,9,0
72,0,30.948197108941464,2,1
76,0,43.92123418563505,8,1
24,0,22.552693910464416,3,0
28,1,6.205052982750569,7,1
8,1,18.934619562915714,9,1
92,1,6.9146896424946895,5,1
36,0,0.930309263677319,8,0
90,1,37.60249751181641,4,1
8,0,11.997342654718242,1,0
58,0,0.2001515873648047,1,0
60,0,43.63437464100374,6,1
50,0,22.245063040696206,8,1
28,0,12.019107993697936,10,0
92,0,13.213219620535419,2,1
41,1,12.102840875922007,4,1
64,0,9.808352443344672,3,0
27,0,42.077188606257394,9,1
63,1,8.599548555056488,3,1
17,0,28.136548725581992,8,0
73,1,3.9582802091421483,7,1
33,0,47.48111667131215,1,0
84,0,30.2053638318515,8,1
77,0,45.16731030899443,9,1
92,0,19.95410119582721,8,1
29,0,40.552535632444325,10,1
13,0,42.69735852452063,10,1
46,0,35.17716962981563,1,0
35,1,4.738078576039945,7,1
6,0,0.9023963116547078,9,0
82,0,8.511127635605467,5,1
69,0,5.993028172637253,2,0
47,0,36.2843694435722,8,1
25,0,27.894640352398202,9,0
66,1,26.34494814082573,7,1
10,0,12.718078286374212,5,0
56,0,7.814916083178377,8,0
30,0,10.406743691467904,6,0
5,0,20.073822669982558,4,0
33,1,37.03314601737155,1,1
65,0,12.80037916516985,6,0
18,0,34.96078876281014,8,0
96,0,24.626439838201687,3,1
49,0,44.28349834068857,7,1
11,0,11.722436588362767,7,0
85,0,22.597748462618686,9,1
26,1,4.923571881566986,1,0
63,1,16.824141816853803,5,1
89,0,25.39333415720693,8,1
86,0,36.66373669535604,3,1
59,0,9.984048290925724,5,0
27,1,10.982797207482646,1,0
49,1,31.615734242000364,9,1
77,1,19.18464339437015,4,1
33,0,24.15653387489416,5,0
98,0,41.82312995205916,3,1
99,1,25.004256723119806,2,1
1,0,32.65971909239764,7,0
21,0,32.873074578832615,5,0
55,0,40.20023595350531,10,1
6,0,31.943160475702108,3,0
92,0,3.3340103001277392,2,0
81,0,17.174431836073325,10,1
69,0,49.466877557109584,6,1
95,1,9.905863411515146,10,1
5,0,29.37778101289296,6,0
3,0,42.16273792987535,3,0
53,0,29.369272181292967,9,1
23,0,18.676285880521196,1,0
53,0,4.103405279613516,3,0
37,0,18.14707863655114,1,0
74,0,9.18516882755705,7,1
74,0,48.0470545324708,2,1
83,1,35.78008889375849,4,1
17,0,37.49421940255713,4,0
85,0,21.85486637341887,8,1
78,0,5.587244923772137,4,0
73,1,13.409152659749319,3,1
1,0,13.059584092909873,10,0
51,1,24.39028960499703,3,1
45,1,23.102891355998523,5,1
77,1,21.727070046854834,6,1
4,1,24.849275587967778,7,1
62,0,49.352451790875605,5,1
65,0,14.987846169578878,7,1
32,1,30.801931101145023,4,1
34,0,12.051436427611211,5,0
92,0,23.383652669716483,6,1
95,0,10.082456734004108,9,1
72,0,27.95379254145791,6,1
39,1,13.324088145535008,10,1
26,0,1.935766944269656,1,0
34,0,40.782027464493716,7,1
54,1,6.499930094808834,3,1
3,1,18.465136075933593,6,0
50,0,23.911162694649025,2,0
12,0,21.680752021054175,7,0
65,0,36.31072160813145,1,1
54,0,29.879152136954122,2,0
5,0,14.839022017103549,9,0
94,0,2.6799796920494416,9,1
94,0,38.402996400833494,7,1
57,0,17.69110362125324,2,0
17,0,44.49726457589846,5,0
47,0,19.813333002802196,4,0
23,0,35.91116444627159,2,0
79,0,46.984278691410495,2,1
85,0,32.59250728671044,10,1
14,0,20.73309677853549,8,0
66,0,28.413223512418547,5,1
75,1,27.21791490824044,8,1
51,0,29.282519829002805,2,0
38,0,7.426317283503154,2,0
64,0,34.95564313182537,3,1
98,1,7.33765925629244,10,1
38,0,0.8293825274489379,8,0
50,0,31.276527024134772,8,1
98,0,5.9339872515620105,3,1
82,0,38.543540671892536,1,1
30,1,43.31170107969094,7,1
79,0,47.242365835167924,4,1
91,0,33.25740044902894,3,1
51,0,24.15254315532598,5,0
63,0,17.678825927219375,6,1
98,0,24.597162189917906,1,1
52,0,9.598576195179644,9,0
38,0,17.486290124675744,6,0
